集計年,産業大分類コード,産業大分類名,業種中分類コード,業種中分類名,年齢,所定内給与額（万円）,年間賞与その他特別給与額（万円）,一人当たり賃金（万円）
2015,G,情報通信業,39,情報サービス業,40～44歳,42.4157,142.1112,651.099
2015,G,情報通信業,39,情報サービス業,45～49歳,48.0607,156.0362,732.7649
2015,G,情報通信業,39,情報サービス業,50～54歳,53.9555,184.9966,832.4628
2015,G,情報通信業,39,情報サービス業,55～59歳,52.1108,162.8074,788.1372
2015,G,情報通信業,39,情報サービス業,60～64歳,32.8776,83.3987,477.9302
2015,G,情報通信業,39,情報サービス業,65～69歳,31.3072,16.5253,392.2116
2015,G,情報通信業,39,情報サービス業,70歳～,24.6469,5,300.7631
2015,I,卸売業，小売業,I1,卸売業,年齢計,33.9851,117.6733,525.4943
2015,I,卸売業，小売業,I1,卸売業,～19歳,16.4131,10.9695,207.9265
2015,I,卸売業，小売業,I1,卸売業,20～24歳,20.851,35.7736,285.9855
2015,I,卸売業，小売業,I1,卸売業,25～29歳,24.1829,78.1404,368.3355
2015,I,卸売業，小売業,I1,卸売業,30～34歳,27.7127,91.7019,424.2543
2015,I,卸売業，小売業,I1,卸売業,35～39歳,31.7603,107.0025,488.1263
2015,I,卸売業，小売業,I1,卸売業,40～44歳,36.2209,127.5121,562.1625
2015,I,卸売業，小売業,I1,卸売業,45～49歳,40.9433,159.5952,650.9154
2015,I,卸売業，小売業,I1,卸売業,50～54歳,44.5749,176.4592,711.3583
2015,I,卸売業，小売業,I1,卸売業,55～59歳,43.3259,163.7111,683.6216
2015,I,卸売業，小売業,I1,卸売業,60～64歳,28.7798,66.1477,411.5054
2015,I,卸売業，小売業,I1,卸売業,65～69歳,27.0194,34.1601,358.393
2015,I,卸売業，小売業,I1,卸売業,70歳～,27.9492,26.61,362.0005
2015,I,卸売業，小売業,I2,小売業,年齢計,26.3441,60.9146,377.0436
2015,I,卸売業，小売業,I2,小売業,～19歳,15.89,6.35,197.0303
2015,I,卸売業，小売業,I2,小売業,20～24歳,18.9403,24.4767,251.7607
2015,I,卸売業，小売業,I2,小売業,25～29歳,21.6785,49.1179,309.2595
2015,I,卸売業，小売業,I2,小売業,30～34歳,24.6372,61.8539,357.4999
2015,I,卸売業，小売業,I2,小売業,35～39歳,27.5253,67.7794,398.0827
2015,I,卸売業，小売業,I2,小売業,40～44歳,29.6558,75.7241,431.5939
2015,I,卸売業，小売業,I2,小売業,45～49歳,30.6783,77.5416,445.6808
2015,I,卸売業，小売業,I2,小売業,50～54歳,31.4141,80.2361,457.2048
2015,I,卸売業，小売業,I2,小売業,55～59歳,30.1634,71.0186,432.9794
2015,I,卸売業，小売業,I2,小売業,60～64歳,23.4394,34.1003,315.3736
2015,I,卸売業，小売業,I2,小売業,65～69歳,22.1497,15.8146,281.6107
2015,I,卸売業，小売業,I2,小売業,70歳～,21.9898,18.4216,282.2997
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,年齢計,38.1843,119.457,577.6686
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,～19歳,16.6713,19.848,219.904
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,20～24歳,21.5762,25.5991,284.5133
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,25～29歳,26.943,74.9091,398.2249
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,30～34歳,32.5969,115.2489,506.4114
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,35～39歳,39.6491,129.0075,604.7969
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,40～44歳,45.1299,148.051,689.6093
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,45～49歳,46.8478,158.8699,721.0441
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,50～54歳,47.8629,144.4014,718.7558
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,55～59歳,44.069,130.261,659.0889
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,60～64歳,39.0421,91.0545,559.5592
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,65～69歳,44.5109,116.3462,650.4771
2015,L,学術研究，専門・技術サービス業,72,専門サービス業（他に分類されないもの）,70歳～,54.0495,276.8911,925.4847
2015,L,学術研究，専門・技術サービス業,73,広告業,年齢計,36.9065,106.13,549.008
2015,L,学術研究，専門・技術サービス業,73,広告業,～19歳,14.84,1,179.08
2015,L,学術研究，専門・技術サービス業,73,広告業,20～24歳,23.0968,25.7165,302.8776
2015,L,学術研究，専門・技術サービス業,73,広告業,25～29歳,27.2601,57.5838,384.7049
2015,L,学術研究，専門・技術サービス業,73,広告業,30～34歳,32.5511,92.2235,482.8362
2015,L,学術研究，専門・技術サービス業,73,広告業,35～39歳,37.3546,117.215,565.4704
2015,L,学術研究，専門・技術サービス業,73,広告業,40～44歳,41.6695,131.2481,631.2822
2015,L,学術研究，専門・技術サービス業,73,広告業,45～49歳,50.6723,180.4495,788.5173
2015,L,学術研究，専門・技術サービス業,73,広告業,50～54歳,54.5461,175.461,830.0146
2015,L,学術研究，専門・技術サービス業,73,広告業,55～59歳,51.6092,150.8684,770.1785
2015,L,学術研究，専門・技術サービス業,73,広告業,60～64歳,26.1685,73.6989,387.7207
2015,L,学術研究，専門・技術サービス業,73,広告業,65～69歳,34.6517,20.4883,436.3091
2015,L,学術研究，専門・技術サービス業,73,広告業,70歳～,39.6567,6.1356,482.0156
2015,M,宿泊業，飲食サービス業,75,宿泊業,年齢計,23.6707,31.7885,315.8366
2015,M,宿泊業，飲食サービス業,75,宿泊業,～19歳,15.7145,4.4679,193.0418
2015,M,宿泊業，飲食サービス業,75,宿泊業,20～24歳,17.8264,16.3029,230.22
2015,M,宿泊業，飲食サービス業,75,宿泊業,25～29歳,19.7744,27.9227,265.2155
2015,M,宿泊業，飲食サービス業,75,宿泊業,30～34歳,21.9313,32.9815,296.157
2015,M,宿泊業，飲食サービス業,75,宿泊業,35～39歳,24.8169,39.0015,336.8038
2015,M,宿泊業，飲食サービス業,75,宿泊業,40～44歳,26.9538,43.5545,366.9995
2015,M,宿泊業，飲食サービス業,75,宿泊業,45～49歳,28.3652,42.7997,383.1816
2015,M,宿泊業，飲食サービス業,75,宿泊業,50～54歳,29.0892,44.0054,393.0764
2015,M,宿泊業，飲食サービス業,75,宿泊業,55～59歳,27.8051,36.1518,369.8126
2015,M,宿泊業，飲食サービス業,75,宿泊業,60～64歳,22.2646,19.9309,287.1063
2015,M,宿泊業，飲食サービス業,75,宿泊業,65～69歳,18.9307,6.9107,234.0794
2015,M,宿泊業，飲食サービス業,75,宿泊業,70歳～,17.1917,3.0218,209.3228
2015,N,生活関連サービス業，娯楽業,80,娯楽業,年齢計,26.1906,42.5606,356.8473
2015,N,生活関連サービス業，娯楽業,80,娯楽業,～19歳,18.8188,5.5135,231.3388
2015,N,生活関連サービス業，娯楽業,80,娯楽業,20～24歳,20.1607,12.9401,254.8689
2015,N,生活関連サービス業，娯楽業,80,娯楽業,25～29歳,22.1978,28.13,294.5035
2015,N,生活関連サービス業，娯楽業,80,娯楽業,30～34歳,25.3351,41.7735,345.7947
2015,N,生活関連サービス業，娯楽業,80,娯楽業,35～39歳,28.6275,53.8789,397.409
2015,N,生活関連サービス業，娯楽業,80,娯楽業,40～44歳,30.3429,60.2316,424.3469
2015,N,生活関連サービス業，娯楽業,80,娯楽業,45～49歳,32.6153,66.323,457.7071
2015,N,生活関連サービス業，娯楽業,80,娯楽業,50～54歳,31.6213,70.0796,449.5347
2015,N,生活関連サービス業，娯楽業,80,娯楽業,55～59歳,30.6182,57.1662,424.5845
2015,N,生活関連サービス業，娯楽業,80,娯楽業,60～64歳,23.2895,27.3179,306.7918
2015,N,生活関連サービス業，娯楽業,80,娯楽業,65～69歳,20.4159,17.5871,262.5785
2015,N,生活関連サービス業，娯楽業,80,娯楽業,70歳～,23.7747,22.0447,307.3405
2015,O,教育，学習支援業,81,学校教育,年齢計,39.5116,148.2445,622.3831
2015,O,教育，学習支援業,81,学校教育,～19歳,14.3174,3.9058,175.7142
2015,O,教育，学習支援業,81,学校教育,20～24歳,20.6431,39.251,286.9679
2015,O,教育，学習支援業,81,学校教育,25～29歳,25.1145,69.5171,370.8917
2015,O,教育，学習支援業,81,学校教育,30～34歳,29.9373,89.156,448.4038
2015,O,教育，学習支援業,81,学校教育,35～39歳,36.0971,121.9022,555.0677
2015,O,教育，学習支援業,81,学校教育,40～44歳,41.339,161.9685,658.0365
2015,O,教育，学習支援業,81,学校教育,45～49歳,45.1981,182.6216,724.9993
2015,O,教育，学習支援業,81,学校教育,50～54歳,49.7741,214.6671,811.9565
2015,O,教育，学習支援業,81,学校教育,55～59歳,53.7124,228.9741,873.5225
2015,O,教育，学習支援業,81,学校教育,60～64歳,53.1655,226.5315,864.5172
2015,O,教育，学習支援業,81,学校教育,65～69歳,50.5759,200.7035,807.6142
2015,O,教育，学習支援業,81,学校教育,70歳～,38.8041,116.7617,582.4104
2015,O,教育，学習支援業,82,その他の教育，学習支援業,年齢計,30.0201,75.6859,435.9268
2015,O,教育，学習支援業,82,その他の教育，学習支援業,～19歳,16.8176,5.0086,206.8194
2015,O,教育，学習支援業,82,その他の教育，学習支援業,20～24歳,19.8272,19.1379,257.0648
2015,O,教育，学習支援業,82,その他の教育，学習支援業,25～29歳,22.6337,42.2291,313.8332
2015,O,教育，学習支援業,82,その他の教育，学習支援業,30～34歳,25.5239,56.583,362.8699
2015,O,教育，学習支援業,82,その他の教育，学習支援業,35～39歳,30.1793,74.8101,436.9611
2015,O,教育，学習支援業,82,その他の教育，学習支援業,40～44歳,32.3426,88.4336,476.5449
2015,O,教育，学習支援業,82,その他の教育，学習支援業,45～49歳,35.4437,106.3556,531.6806
2015,O,教育，学習支援業,82,その他の教育，学習支援業,50～54歳,37.5786,116.2798,567.2231
2015,O,教育，学習支援業,82,その他の教育，学習支援業,55～59歳,39.0431,115.2579,583.7757
2015,O,教育，学習支援業,82,その他の教育，学習支援業,60～64歳,27.1997,61.9872,388.3835
2015,O,教育，学習支援業,82,その他の教育，学習支援業,65～69歳,26.2567,28.1527,343.2327
2015,O,教育，学習支援業,82,その他の教育，学習支援業,70歳～,27.2275,35.2473,361.9773
2015,P,医療，福祉,83,医療業,年齢計,31.9498,75.5512,458.9485
2015,P,医療，福祉,83,医療業,～19歳,16.6278,8.8991,208.433
2015,P,医療，福祉,83,医療業,20～24歳,22.2963,39.0009,306.5563
2015,P,医療，福祉,83,医療業,25～29歳,25.7296,63.8072,372.562
2015,P,医療，福祉,83,医療業,30～34歳,28.917,68.4751,415.479
2015,P,医療，福祉,83,医療業,35～39歳,31.1074,76.6514,449.94
2015,P,医療，福祉,83,医療業,40～44歳,34.0893,84.6665,493.7382
2015,P,医療，福祉,83,医療業,45～49歳,36.0052,91.1289,523.1916
2015,P,医療，福祉,83,医療業,50～54歳,38.5012,97.5845,559.5992
2015,P,医療，福祉,83,医療業,55～59歳,39.9025,100.4468,579.2768
2015,P,医療，福祉,83,医療業,60～64歳,39.3023,73.7602,545.3877
2015,P,医療，福祉,83,医療業,65～69歳,39.3508,54.2299,526.4395
2015,P,医療，福祉,83,医療業,70歳～,51.0316,25.7877,638.167
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,年齢計,23.1457,18.7827,296.5316
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,～19歳,17.6277,1.4444,212.9765
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,20～24歳,19.0854,4.6372,233.6624
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,25～29歳,20.4961,13.4951,259.448
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,30～34歳,22.5725,20.6505,291.5204
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,35～39歳,24.0311,25.5073,313.8811
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,40～44歳,24.1971,23.0985,313.4634
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,45～49歳,23.2303,19.1353,297.8985
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,50～54歳,23.4145,20.2963,301.2701
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,55～59歳,26.2281,26.7562,341.4939
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,60～64歳,25.2945,11.3664,314.9006
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,65～69歳,27.0094,8.8165,332.9297
2015,R,サービス業（他に分類されないもの）,91,職業紹介・労働者派遣業,70歳～,23.5662,4.6736,287.4678
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,年齢計,24.4467,50.1944,343.5545
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,～19歳,16.7457,9.5063,210.455
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,20～24歳,18.2048,19.6526,238.1104
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,25～29歳,21.5484,38.4279,297.0086
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,30～34歳,23.1537,43.1277,320.9725
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,35～39歳,25.0139,54.3261,354.4924
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,40～44歳,26.9513,64.9951,388.4113
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,45～49歳,28.6555,72.8493,416.7156
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,50～54歳,28.0535,66.3616,403.0032
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,55～59歳,26.6641,62.0015,381.9704
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,60～64歳,21.4825,34.2035,291.9937
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,65～69歳,19.0436,15.4577,243.9814
2015,R,サービス業（他に分類されないもの）,92,その他の事業サービス業,70歳～,17.6647,8.4115,220.3873
2016,E,製造業,09,食料品製造業,年齢計,23.0841,49.9076,326.9173
2016,E,製造業,09,食料品製造業,～19歳,16.7028,10.5615,210.9953
2016,E,製造業,09,食料品製造業,20～24歳,18.2286,32.5489,251.2917
2016,E,製造業,09,食料品製造業,25～29歳,20.6951,47.8369,296.1778
2016,E,製造業,09,食料品製造業,30～34歳,22.2968,53.3346,320.896
2016,E,製造業,09,食料品製造業,35～39歳,24.8897,63.6448,362.3211
2016,E,製造業,09,食料品製造業,40～44歳,26.3649,66.8298,383.2089
2016,E,製造業,09,食料品製造業,45～49歳,26.432,60.1011,377.2853
2016,E,製造業,09,食料品製造業,50～54歳,25.9914,56.9459,368.8427
2016,E,製造業,09,食料品製造業,55～59歳,24.0849,49.948,338.967
2016,E,製造業,09,食料品製造業,60～64歳,18.5324,22.9927,245.3816
2016,E,製造業,09,食料品製造業,65～69歳,15.7326,7.7564,196.548
2016,E,製造業,09,食料品製造業,70歳～,14.5882,4.5704,179.6289
2016,E,製造業,10,飲料・たばこ・飼料製造業,年齢計,28.3294,93.4446,433.3974
2016,E,製造業,10,飲料・たばこ・飼料製造業,～19歳,17.2748,16.68,223.9776
2016,E,製造業,10,飲料・たばこ・飼料製造業,20～24歳,19.3295,38.8847,270.8386
2016,E,製造業,10,飲料・たばこ・飼料製造業,25～29歳,22.2111,62.5152,329.0488
2016,E,製造業,10,飲料・たばこ・飼料製造業,30～34歳,25.1258,76.6195,378.1288
2016,E,製造業,10,飲料・たばこ・飼料製造業,35～39歳,28.4065,100.4077,441.286
2016,E,製造業,10,飲料・たばこ・飼料製造業,40～44歳,30.1345,107.0621,468.6762
2016,E,製造業,10,飲料・たばこ・飼料製造業,45～49歳,33.288,122.7801,522.2365
2016,E,製造業,10,飲料・たばこ・飼料製造業,50～54歳,33.4391,128.0784,529.348
2016,E,製造業,10,飲料・たばこ・飼料製造業,55～59歳,33.1437,112.2329,509.9571
2016,E,製造業,10,飲料・たばこ・飼料製造業,60～64歳,22.3168,40.6863,308.4883
2016,E,製造業,10,飲料・たばこ・飼料製造業,65～69歳,24.1472,24.6044,314.3707
2016,E,製造業,10,飲料・たばこ・飼料製造業,70歳～,19.415,4.3056,237.2856
2016,E,製造業,11,繊維工業,年齢計,22.8909,50.4969,325.1877
2016,E,製造業,11,繊維工業,～19歳,15.8797,10.6617,201.2175
2016,E,製造業,11,繊維工業,20～24歳,16.7454,25.9349,226.8794
2016,E,製造業,11,繊維工業,25～29歳,18.9449,35.0481,262.3872
2016,E,製造業,11,繊維工業,30～34歳,20.7896,48.1595,297.6348
2016,E,製造業,11,繊維工業,35～39歳,23.4916,56.5716,338.4714
2016,E,製造業,11,繊維工業,40～44歳,25.0471,65.1259,365.6912
2016,E,製造業,11,繊維工業,45～49歳,27.1005,70.5918,395.7973
2016,E,製造業,11,繊維工業,50～54歳,27.1789,70.5578,396.7051
2016,E,製造業,11,繊維工業,55～59歳,24.4735,47.2729,340.955
2016,E,製造業,11,繊維工業,60～64歳,19.191,29.0463,259.3386
2016,E,製造業,11,繊維工業,65～69歳,18.9219,19.4576,246.5208
2016,E,製造業,11,繊維工業,70歳～,17.8708,12.1753,226.6244
2016,E,製造業,12,木材・木製品製造業（家具を除く）,年齢計,24.3932,48.0925,340.8109
2016,E,製造業,12,木材・木製品製造業（家具を除く）,～19歳,16.6969,8.5596,208.9225
2016,E,製造業,12,木材・木製品製造業（家具を除く）,20～24歳,18.821,33.3825,259.2344
2016,E,製造業,12,木材・木製品製造業（家具を除く）,25～29歳,20.5039,38.8419,284.8884
2016,E,製造業,12,木材・木製品製造業（家具を除く）,30～34歳,22.8623,47.0094,321.3576
2016,E,製造業,12,木材・木製品製造業（家具を除く）,35～39歳,25.4159,57.2959,362.2872
2016,E,製造業,12,木材・木製品製造業（家具を除く）,40～44歳,26.1709,55.8258,369.8768
2016,E,製造業,12,木材・木製品製造業（家具を除く）,45～49歳,26.6643,56.2031,376.1748
2016,E,製造業,12,木材・木製品製造業（家具を除く）,50～54歳,27.2868,56.9663,384.4079
2016,E,製造業,12,木材・木製品製造業（家具を除く）,55～59歳,27.344,50.6762,378.8042
2016,E,製造業,12,木材・木製品製造業（家具を除く）,60～64歳,22.6469,35.497,307.2601
2016,E,製造業,12,木材・木製品製造業（家具を除く）,65～69歳,21.4838,21.5211,279.3262
2016,E,製造業,12,木材・木製品製造業（家具を除く）,70歳～,21.9894,15.709,279.5815
2016,E,製造業,13,家具・装備品製造業,年齢計,26.5348,69.7642,388.1823
2016,E,製造業,13,家具・装備品製造業,～19歳,17.0585,10.1068,214.8088
2016,E,製造業,13,家具・装備品製造業,20～24歳,18.3063,34.5851,254.2602
2016,E,製造業,13,家具・装備品製造業,25～29歳,20.3638,47.1275,291.4932
2016,E,製造業,13,家具・装備品製造業,30～34歳,23.7847,63.0395,348.4561
2016,E,製造業,13,家具・装備品製造業,35～39歳,25.895,67.9024,378.6425
2016,E,製造業,13,家具・装備品製造業,40～44歳,29.2617,82.004,433.1448
2016,E,製造業,13,家具・装備品製造業,45～49歳,31.9631,101.9398,485.4973
2016,E,製造業,13,家具・装備品製造業,50～54歳,31.892,95.9156,478.62
2016,E,製造業,13,家具・装備品製造業,55～59歳,32.2704,89.6891,476.9337
2016,E,製造業,13,家具・装備品製造業,60～64歳,21.2216,28.3488,283.0081
2016,E,製造業,13,家具・装備品製造業,65～69歳,19.0338,14.2873,242.6927
2016,E,製造業,13,家具・装備品製造業,70歳～,17.5402,16.3164,226.7987
2016,E,製造業,14,パルプ・紙・紙加工品製造業,年齢計,27.1288,76.0811,401.6266
2016,E,製造業,14,パルプ・紙・紙加工品製造業,～19歳,17.8336,11.8477,225.8509
2016,E,製造業,14,パルプ・紙・紙加工品製造業,20～24歳,18.991,40.1419,268.0345
2016,E,製造業,14,パルプ・紙・紙加工品製造業,25～29歳,21.1917,54.4678,308.7685
2016,E,製造業,14,パルプ・紙・紙加工品製造業,30～34歳,24.1381,71.3992,361.0569
2016,E,製造業,14,パルプ・紙・紙加工品製造業,35～39歳,26.405,75.4482,392.3082
2016,E,製造業,14,パルプ・紙・紙加工品製造業,40～44歳,29.0443,89.2811,437.813
2016,E,製造業,14,パルプ・紙・紙加工品製造業,45～49歳,31.7531,99.8698,480.907
2016,E,製造業,14,パルプ・紙・紙加工品製造業,50～54歳,32.8586,98.0839,492.3877
2016,E,製造業,14,パルプ・紙・紙加工品製造業,55～59歳,33.3472,96.0414,496.2074
2016,E,製造業,14,パルプ・紙・紙加工品製造業,60～64歳,23.6658,48.4526,332.4422
2016,E,製造業,14,パルプ・紙・紙加工品製造業,65～69歳,20.1975,18.5517,260.9218
2016,E,製造業,14,パルプ・紙・紙加工品製造業,70歳～,14.5298,9.1741,183.532
2016,E,製造業,15,印刷・同関連業,年齢計,27.132,49.358,374.9417
2016,E,製造業,15,印刷・同関連業,～19歳,17.4877,8.8202,218.672
2016,E,製造業,15,印刷・同関連業,20～24歳,20.2102,24.4193,266.9415
2016,E,製造業,15,印刷・同関連業,25～29歳,21.4432,36.1497,293.4679
2016,E,製造業,15,印刷・同関連業,30～34歳,23.9555,48.5385,336.0045
2016,E,製造業,15,印刷・同関連業,35～39歳,26.447,53.0851,370.4486
2016,E,製造業,15,印刷・同関連業,40～44歳,28.9558,55.1982,402.6683
2016,E,製造業,15,印刷・同関連業,45～49歳,30.5265,56.1059,422.4241
2016,E,製造業,15,印刷・同関連業,50～54歳,32.4039,66.3668,455.2139
2016,E,製造業,15,印刷・同関連業,55～59歳,31.8895,53.9014,436.5751
2016,E,製造業,15,印刷・同関連業,60～64歳,24.4998,30.68,324.6779
2016,E,製造業,15,印刷・同関連業,65～69歳,23.0269,12.0287,288.3515
2016,E,製造業,15,印刷・同関連業,70歳～,23.4462,28.9299,310.284
2016,E,製造業,16,化学工業,年齢計,37.1156,146.2961,591.6829
2016,E,製造業,16,化学工業,～19歳,18.1072,16.8757,234.1621
2016,E,製造業,16,化学工業,20～24歳,21.0696,61.4479,314.2828
2016,E,製造業,16,化学工業,25～29歳,26.6482,94.8497,414.6283
2016,E,製造業,16,化学工業,30～34歳,30.711,115.6224,484.155
2016,E,製造業,16,化学工業,35～39歳,33.135,125.2461,522.8658
2016,E,製造業,16,化学工業,40～44歳,38.2943,153.4157,612.947
2016,E,製造業,16,化学工業,45～49歳,45.7697,188.895,738.1316
2016,E,製造業,16,化学工業,50～54歳,46.3133,204.2624,760.0214
2016,E,製造業,16,化学工業,55～59歳,53.8315,239.3653,885.3433
2016,E,製造業,16,化学工業,60～64歳,29.7851,81.6167,439.0381
2016,E,製造業,16,化学工業,65～69歳,27.239,52.7972,379.6657
2016,E,製造業,16,化学工業,70歳～,22.0704,24.165,289.0093
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,年齢計,26.9973,78.4938,402.4614
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,～19歳,17.5997,10.77,221.9667
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,20～24歳,18.8928,44.0076,270.7211
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,25～29歳,21.6502,58.8838,318.6867
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,30～34歳,24.0228,69.736,358.0092
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,35～39歳,27.0964,80.9512,406.1082
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,40～44歳,28.8387,88.856,434.9199
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,45～49歳,31.0351,99.1909,471.6121
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,50～54歳,32.7083,104.4628,496.9626
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,55～59歳,32.6797,99.3497,491.5057
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,60～64歳,23.9028,51.7571,338.5909
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,65～69歳,22.23,25.9799,292.7399
2016,E,製造業,18,プラスチック製品製造業（別掲を除く）,70歳～,20.901,28.9989,279.8107
2016,E,製造業,19,ゴム製品製造業,年齢計,27.9175,99.2621,434.2719
2016,E,製造業,19,ゴム製品製造業,～19歳,16.9787,13.6621,217.4064
2016,E,製造業,19,ゴム製品製造業,20～24歳,18.9804,48.9354,276.7004
2016,E,製造業,19,ゴム製品製造業,25～29歳,22.7758,73.2052,346.5148
2016,E,製造業,19,ゴム製品製造業,30～34歳,25.6734,89.887,397.9681
2016,E,製造業,19,ゴム製品製造業,35～39歳,28.1813,108.2828,446.4589
2016,E,製造業,19,ゴム製品製造業,40～44歳,30.3461,112.6626,476.8163
2016,E,製造業,19,ゴム製品製造業,45～49歳,32.5839,126.1081,517.1149
2016,E,製造業,19,ゴム製品製造業,50～54歳,34.2065,134.808,545.2865
2016,E,製造業,19,ゴム製品製造業,55～59歳,33.6619,125.007,528.9496
2016,E,製造業,19,ゴム製品製造業,60～64歳,22.3994,61.9108,330.7032
2016,E,製造業,19,ゴム製品製造業,65～69歳,18.8476,13.7937,239.9644
2016,E,製造業,19,ゴム製品製造業,70歳～,19.0582,10.2107,238.9093
2016,E,製造業,21,窯業・土石製品製造業,年齢計,28.0674,90.3347,427.1438
2016,E,製造業,21,窯業・土石製品製造業,～19歳,17.3212,17.8209,225.675
2016,E,製造業,21,窯業・土石製品製造業,20～24歳,19.372,50.2497,282.7138
2016,E,製造業,21,窯業・土石製品製造業,25～29歳,22.0933,74.1939,339.3135
2016,E,製造業,21,窯業・土石製品製造業,30～34歳,25.1082,86.6479,387.9467
2016,E,製造業,21,窯業・土石製品製造業,35～39歳,26.8758,87.7144,410.224
2016,E,製造業,21,窯業・土石製品製造業,40～44歳,29.9595,97.4489,456.963
2016,E,製造業,21,窯業・土石製品製造業,45～49歳,31.8755,112.7755,495.282
2016,E,製造業,21,窯業・土石製品製造業,50～54歳,33.4438,121.3478,522.6737
2016,E,製造業,21,窯業・土石製品製造業,55～59歳,32.4273,102.9202,492.0474
2016,E,製造業,21,窯業・土石製品製造業,60～64歳,23.9359,51.4757,338.7063
2016,E,製造業,21,窯業・土石製品製造業,65～69歳,23.2137,51.3563,329.9205
2016,E,製造業,21,窯業・土石製品製造業,70歳～,23.4865,31.0484,312.8865
2016,E,製造業,22,鉄鋼業,年齢計,30.3788,122.6931,487.2381
2016,E,製造業,22,鉄鋼業,～19歳,18.1885,28.8122,247.0738
2016,E,製造業,22,鉄鋼業,20～24歳,20.4151,59.1674,304.1484
2016,E,製造業,22,鉄鋼業,25～29歳,23.6893,81.9563,366.228
2016,E,製造業,22,鉄鋼業,30～34歳,27.5678,106.0496,436.8632
2016,E,製造業,22,鉄鋼業,35～39歳,30.6129,123.9016,491.257
2016,E,製造業,22,鉄鋼業,40～44歳,33.5345,141.7656,544.1795
2016,E,製造業,22,鉄鋼業,45～49歳,38.2427,177.0014,635.9135
2016,E,製造業,22,鉄鋼業,50～54歳,38.894,176.5588,643.2869
2016,E,製造業,22,鉄鋼業,55～59歳,39.1888,178.3414,648.6071
2016,E,製造業,22,鉄鋼業,60～64歳,24.9414,94.9685,394.2652
2016,E,製造業,22,鉄鋼業,65～69歳,24.7348,52.118,348.9358
2016,E,製造業,22,鉄鋼業,70歳～,22.1116,16.3829,281.7218
2016,E,製造業,23,非鉄金属製造業,年齢計,30.6732,112.2739,480.3528
2016,E,製造業,23,非鉄金属製造業,～19歳,17.6091,16.5131,227.8224
2016,E,製造業,23,非鉄金属製造業,20～24歳,19.9712,53.744,293.3989
2016,E,製造業,23,非鉄金属製造業,25～29歳,22.8044,71.243,344.8956
